도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
650,개울건강도서관,0002,양천구,서울특별시 양천구 중앙로52길 56,02-2696-8910,02-2696-8909,http://lib.yangcheon.go.kr,,"공휴일, 일요일",0001,공공도서관,37.52597157,126.8565997,,,20090720," 서울시민 또는 서울 소재 직장 재직자, 초등학생 이상 ","3권 이내 기본 14일, 연기 7일",,
1412,목마교육도서관,0002,양천구,서울특별시 양천구 목동서로 41 목5동주민센터,02-2652-8910,,http://lib.yangcheon.go.kr,,매주 일요일 및 법정 공휴일,0001,공공도서관,37.54250898,126.8721113,,"도심 속의 자연을 느낄 수 있는 목동 목마공원 앞에 있는 목마작은 도서관은<P>

2009년 7월에 개관한 도서관으로서 서울시에서 선정한 작고 아름다운 도서관입니다.<P>

구민과 함께하는 열린공가으로서 지역이 사랑방, 주민의 편안한 쉼터이고 싶습니다.<P>



도서관이 책을 통해 많은 지식과 정보를 제공하는 것 뿐만 아니라<P>

영아에서부터 어르신까지 지역주민 모두가 희망하고 참여할 수 있는<P>

다양한 교육문화프로그램을 운영함으로써<P>

평생 주민과 함께하는 문화공간으로 자리매김하기 위해 꾸준히<P>

노력하는 가는 작지만 큰 도서관 목마작은 도서관이 되겠습니다.<P>",20090701,,,,
656,미감도서관,0002,양천구,서울특별시 양천구 목동중앙남로 57-10(목동) 목사랑시장고객주차장 및 공유센터 3층,02-2652-5481,,http://lib.yangcheon.go.kr/,,"일요일,법정공휴일",0001,공공도서관,37.53896815211439,126.86548915749137,,,20000101,,,,
651,방아다리문학도서관,0002,양천구,서울특별시 양천구 화곡로4길 10,02-2620-4149,,http://lib.yangcheon.go.kr,,매주일요일 및 법정공휴일,0001,공공도서관,37.53858309,126.8271748,,,20101215," 서울시민 또는 서울 소재 직장 재직자, 초등학생 이상 ","3권 이내 기본 14일, 연기 7일",,
15,서울특별시교육청양천도서관,0002,양천구,서울특별시 양천구 목동서로 113,02-2062-3900,,http://yclib.sen.go.kr,,"1,3주 목요일 및 법정공휴일",0001,공공도서관,37.53349939,126.8757691,,"<p>

	우리 양천도서관은 양천우체국과 파리공원 사이에 위치하고 있으며 1990년에 개관하여 양천구 및 인근 지역 주민을 대상으로 다양한 서비스를 제공하고 있다.",19900709,"- 가입대상 : 서울특별시 거주 시민

- 가입방법(구비서류) : 일반인(중학생이상)은 현주소 기재된 신분증

                       유아 및 어린이는 주민등록 등본 또는 의료보험증과 부모님 신분증(현주소 기재)","1회 3권, 14일간 (회원가입일부터 대출 가능)","- 버스 : ① 5단지 C상가 하차

              간선버스(파랑) : 163, 571, 603

              지선버스(초록) : 6624, 6637

           ② 3단지 하차

              간선버스(파랑) : 163, 571, 603

              지선버스(초록) : 6627, 6637

              마을버스 : 양천01, 양천02

  - 지하철 : ① 5호선 오목교역 2번출구 목동운동장, 파리공원 방향

                (도보 15분, 2정거장)

             ② 2호선 영등포구청역 4번 출구 (지선버스 6637, 3단지 하차)","5층   제3배움방, 제4배움방, 제5배움방 

4층   정보마당실, 제2열린학습실, 하늘정원  

3층   정보자료과, 제1열린학습실, 하늘정원  

2층   관장실, 행정지원과, 책누리실, 학교도서관지원과, 다모아방, 전시실 

1층   문화활동지원과, 꿈동산실, 안내, 모새미연실, 매점, 순회문고 

지하  제1배움방, 제2배움방, 기계실, 청소용역실 

기타  주차장/자전거 보관대, 물품보관/사물함, 휴게실"
56,신월음악도서관,0002,양천구,서울특별시 양천구 오목로5길 34,02-2065-1260~4,02-2065-1265,http://lib.yangcheon.go.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.5246975,126.8400821,,"<p>

	- 2006년 2월 개관한 양천구 신월디지털정보도서관은 지역 주민이 편리하게 이용할 수 있는 곳에 위치해 있고, 컴퓨터와 통신망을 통해 디지털 형태의 멀티미디어 정보를 이용자에게 공간적;시간적 제약 없이 제공하고 있으며, - 아동모자열람실과 북까페, 멀티미디어실, 종합자료실로 구성되어 있으며, 총 일만오천여권의 도서와 멀티미디어실에 35대의 PC, 천여개의 DVD 및 CD가 비치되어 이용주민들에게 제공되고 있습니다.</p>

",20060201,서울시민 및 서울소재 직장 재직자 및 학교 재학생,"3권 이내 기본 14일, 연기 7일

","- 신정역에서 오실 경우(지하철 5호선 신정역)

    ⇒ 남부순환도로(신월동 방면 시내버스)

       602 / 640 / 6211 / 6625 / 6715번 버스

  - 신정네거리역에서 오실 경우(지하철 2호선 신정네거리역)

    ⇒ 6624번 버스(신월동 방면)

  - 강서초등학교 앞 정류장 하차

  - 강서초등학교 정문 옆 골목길로 약 200m(도보 약 5분)","- 3층 : 아동모자열람실, 북카페, 책읽어주는공간, 지능학습실, 수유실,

  - 4층 : 안내데스크, DVD ROOM, 영상교육실, 인터넷검색실

  - 5층 : 종합자료실, 일반열람실"
1407,양천영어특성화도서관,0002,양천구,서울특별시 양천구 목동동로 81 해누리타운 7층 양천영어도서관 및 영어체험센터,02-2654-8493,,lib.yangcheon.go.kr/,,"매주일요일, 법정 공휴일",0001,공공도서관,37.5159767,126.8638554,,"감사합니다. <p>

양천영어특성화도서관 입니다.",20110302,"도서대출 회원가입 안내

1. 양천 어린이 영어도서관 도서 대출 회원으로 가입하시면 소장 자료를 대출할 수 있습니다.

2. 가입비용: 양천구 가입자-11,000원 / 타 지역 가입자-13,000원



회원가입 방법

대출회원증 신규발급

회원가입 대상

1. 서울특별시 양천구에 거주하는 주민

※ 신분증 확인이 불가능한 영유아, 아동, 청소년의 경우 보호자의 대리가입 가능합니다.

2. 서울특별시 양천구에 있는 직장에 다니는 사람(재직증명서 확인)

3. 서울특별시 양천구에 있는 초, 중, 고, 대학교 재학 중인 학생

(학생증 또는 재학증명 확인)

4. 서울시 타 지역, 지방 거주자 가입 가능

","대출자격

회원카드를 소지한 분에 한하여 대출이 가능합니다.

(회원가입 자격에 관한 설명은 회원가입안내를 참고해 주세요.)

신분증 확인이 불가능한 영유아, 아동, 청소년의 경우 보호자의 대리가입이 가능합니다.(단, 가족관계 증명이 필요함)



대출기간

대출기간은 14일입니다.



단행본 대출권수

1인 1회 5권까지 대출이 가능합니다.

딸림(Audio CD)자료의 대출은 모체자료의 대출시 함께할 수 있으며, 모체자료의 대출시점과 달리 대출이 불가하며, 모체자료를 포함하여 1권으로 간주됩니다.



대출제한

연체중인 자료가 있거나 대출중지 중인 회원은 대출이 불가합니다.

본인의 회원카드 미소지자는 대출이 불가합니다.



대출연장

대출연장은 불가하며, 대출연장을 원하시는 도서는 반납처리 후 다시 대출하셔야 합니다.



대출연체

대출 자료를 연체하여 반납할 경우 연체 일수만큼 대출하실 수 없습니다.



자료분실

대출받은 자료를 분실 또는 훼손하였을 때에도 동일도서(저자, 서명, 출판사동일)로 변상해야 합니다.

동일자료 변상이 불가능한 절판된 자료, 시리즈로만 구입 가능한 자료 등은 동일하거나 비슷한 주제의 도서로 대체 변상해야 합니다.

딸림(Audio CD)자료를 분실 또는 훼손하였을 때에는 동일자료 변상을 원칙으로 하되, 동일자료 변상이 어려운 경우 동일하거나 비슷한 주제의 모체자료(딸림 자료 포함) 구입 후 딸림 자료만 변상하시면 됩니다.

",,
1841,해맞이역사도서관,0002,양천구,서울특별시 양천구 지양로 37 ,02-2699-9223,,http://lib.yangcheon.go.kr,,매주 월요일 및 법정공휴일,0001,공공도서관,37.51907269,126.8356052,,,,,,,
80,대림정보문화도서관,0003,영등포구,서울특별시 영등포구 도신로 27,02-828-3700,02-828-3701,http://www.dllib.or.kr,,"매주 월요일『관공서의 공휴일에 관한 규정』이 정하는 공휴일, 단 일요일 제외",0001,공공도서관,37.50431669,126.8960768,,"<p>

	대림정보문화도서관은 영등포구에 최초로 생긴 구립도서관으로 아파트 단지 내에 근접해 있어, 특히 어린이와 주부의 이용률이 높으며, 교통의 접근성도 용이하여, 지역주민 뿐 아니라 타 구 주민들도 도서관의 이용하고 있습니다. 우리 도서관은 이용자들의 다양한 요구에 맞는 자료를 수집, 정리, 배가, 보존하고, 이를 기반으로 자료중심의 공공도서관으로 성장하고, 이용자들의 자기학습을 통하여 성취하고자 하는 모든 가능성들이 이루어 질 수 있도록 적극적인 서비스로 발돋움 할 것 입니다.</p>

",20080122," 서울시민 또는 서울 소재 직장 재직자, 초등학생 이상 ","도서관 회원 : 3권, 14일(7일 연장가능)

※ 연속간행물(신문 · 잡지), 비도서(DVD · CD), 참고자료(사전류)는 대출불가, 열람만 가능","교통편

지 하 철 : 1호선, 2호선 신도림역 2번 출구 도보로 15분 소요

마을버스 : 6650, 6651, 6653, 6611","4층 일반열람실     학습전용공간          102석

    문화교실       문화교양강좌            8석

3층 종합자료실     일반도서 열람/대출     36석

                   신문 및 잡지/참고도서    

2층 전자정보열람실 정보검색/문서편집/DVD CD 감상 24석

    문화강좌실     문화교양강좌                  35석

    취미교실       취미교양강좌                  12석

1층 어린이유아열람실  어린이도서 및 유아도서 열람/대출 24석

    사무실            행정지원 및 기획협력 직원사무공간

지하1층 다목적실      세미나 및 영화감상               80석

     카페테리아(매점) 이용자 편의시설                  24석"
102,문래정보문화도서관,0003,영등포구,서울특별시 영등포구 문래로20길 49,02-2629-8600,02-2629-8601,http://www.mllib.or.kr,,매주 금요일 및 법정 공휴일,0001,공공도서관,37.51685383,126.8908928,,"<p>

	우리들의 행복한 공간, 문래정보문화도서관은 지역구민의 정보이용, 문화활동, 평생교육 실현의 첨단도서관을 지향하며, 각 분야의 정보 지식 및 다양한 문화프로그램을 제공하여 지역의 정보문화센터 역할을 다하고 있습니다. 또한, 문래정보문화도서관은 이용자의 입장에서 먼저 생각하고, 이용자의 의견을 적극 반영토록 노력하여 고객만족 향상에 이바지하는 지역구민의 도서관입니다.</p>

",20081114, 서울시 거주 또는 직장 재직자 ,"3권 이내 기본 14일, 연기 7일","교통편

   - 지하철 : 2호선 문래역 1번 출구, 도보로 5분 소요

     (문래공원을 가로질러 국화아파트와 한신아파트 사잇길로 오시면, 도보 5분거리에 있습니다.)

   - 버  스 : 6211, 6516, 6625, 6650, 마을05 (문래역 또는 문래자이아파트 정류장 하차)","4,5층   일반열람실

4층     전자정보열람실

3층     종합자료실

2층     문화강좌실, 사무실

1층     어린이(유아)열람실, 고객만족센터

지하1층 기계, 전기실"
19,서울특별시교육청영등포평생학습관,0003,영등포구,서울특별시 영등포구 버드나루로15길 10,02-6712-7500~7571,(02)2636-1680,http://ydpllc.sen.go.kr,,"2,4주 월요일 및 법정공휴일",0001,공공도서관,37.52580934,126.9071819,,"<p>

	영등포 평생학습관은 1974. 6. 1일에 영등포간이도서관으로 개관하여 1999. 7. 16일에 &lsquo;영등포평생학습관&rsquo;으로 명칭 변경 및 직제가 개편되었다. 정규단기과정, 방학특강, 성인강좌, 어린이 강좌 등 71개의 다양한 평생학습 프로그램을 운영하여, 지역주민에게 자기계발 및 문화활동 학습공간을 조성하고 있다. 인터넷사업 창업반 운영, 취업지도 특강반 운영, 헌책사랑방 운영, 장애우 문고 운영을 2007년도 역점사업으로 추진하고 있다.</p>

",19740601,"- 가입대상 : ① 서울특별시에 주민등록이 되어있는 자

              ② 서울특별시 소재 직장, 학교에 재직 혹은 재학하는 분

 - 가입방법(구비서류): 주민등록증 또는 운전면허증(고등학생 이하는 주민등록등본)

              지참)

   (회원자격②에 해당자는 재직증명서, 혹은 재학증명서를 반드시 제출)",1회 7권 2주일,"- 교통편

    전 철: 영등포시장역(5호선) 2번 출구에서 도보 5분,

           영등포역(1호선), 당산역(2호선) 1번출구에서 버스 이용

     신화병원정류장(병원쪽) : 2,60,60-3,88,700,9000,9030,605,661,760,5714,6514 

    신화병원정류장(병원맞은편) : 2,5,5-1,60,60-3,88,700,605,661,760,5616,5714,6514

    남부교육청 정류장(학습관쪽) : 70-2,6623

    남부교육청 정류장(학습관맞은편) : 70-2,6623"," - 1층 : 어린이실, 평생학습강의실 Ⅰ, 아트리움, 카페테리아, 북카페, 안내실

 - 2층 : 디지털간행물실, 평생학습강의실Ⅱ, 독서활동실, 정보화교육실, 회의실, 평생학습과, 

        행정지원과, 관장실, 순회문고

 - 3층 : 자율학습실, 노트북학습실, 독서세미나실, 평생학습강의실Ⅲ, 평생학습동아리실 Ⅰ, 

        평생학습동아리실Ⅱ, 시청각실, 휴게실

 - 4층 : 문헌정보실, 평생학습강의실Ⅳ-1, 평생학습강의실Ⅳ-2, 다목적강의실, 정보자료과"
109,선유정보문화도서관,0003,영등포구,서울특별시 영등포구 선유로43가길 10-8,02-2163-0800,02-2163-0801,http://www.sylib.or.kr,,"매주 월요일,『관공서의 공휴일에 관한 규정』이 정하는 공휴일, 단 일요일 제외",0001,공공도서관,37.53333762,126.8929418,,"<p>

	책 향기 가득, 신나는 선유정보문화도서관은 이용자의 독서생활화 및 정서함양 증진을 위해 지적 문화활동을 지원하는 평생교육의 장입니다. 지식정보문화를 선도하는 도서관으로서 미래를 지향하는 열린 마음으로 이용자의 다양한 요구에 부응하기 위해 최선을 다하겠습니다. 여러분의 미래를 열어주는 선유정보문화도서관에서 꿈과 희망을 이루시길 바랍니다.</p>

",20090714, 서울시 거주자(생후 36개월 이상자) ,"도서관 회원 : 3권, 14일(7일 연장가능) 

※ 연속간행물(신문 · 잡지), 비도서(DVD · CD), 참고자료(사전류)는 대출불가, 열람만 가능","지하철

- 2호선 당산역 1번 출구(도보로 15분), 양화대교 방면으로 직진, 양평사거리에서 좌회전 후 200m 정도 직진, 

  선유고등학교 골목으로 우회전, 선유고등학교 지나 50m 직진, 선유초등학교 가기 전 오른쪽에 위치

- 2,5호선 영등포구청역 3번 출구(도보로 15분), 경인고속도로 입구 사거리에서 우회전, 선유중학교 뒤편에 위치

- 9호선 선유도역 5번 출구(도보로 15분), 500m정도 직진, GS카넷 뒤편에 위치



버스

- 마을버스 02번(선유고등학교 앞), 05번(선유중학교 앞), 7612번(선유중학교 앞)",
1388,여의디지털도서관,0003,영등포구,서울특별시 영등포구 여의대로 24 전국경제인연합회 후생복지동,02-2629-2222,,http://www.yulib.or.kr,,매주 금요일 및 법정 공휴일,0001,공공도서관,37.52217929,126.9199164,,"<p>

	여의디지털도서관은 시간, 장소의 제약없이 컴퓨터나 휴대폰으로 볼 수 있는 전자책 서비스, DVD 등의 시청각 자료를 감상할 수 있는 멀티미디어실, 책을 보며 휴식할 수 있는 북카페 등으로 구성된 스마트 라이브러리 입니다.</p>

",20140318,"14세 이상

","3권 이내, 기본 3일, 연기 3일

","지하철 5호선 여의도역 1, 2번 출구 도보 350m

",
7,서울특별시교육청남산도서관,0012,용산구,서울특별시 용산구 소월로 109,02-754-7338,02)754-6545,http://nslib.sen.go.kr,,"1,3주 월요일 및 법정공휴일",0001,공공도서관,37.55255227,126.9821555,,"<p>

	- 우리 남산도서관은 1922년에 서울에서 최초로 설립된 공립공공도서관의 모태인 경성부립도서관으로 출발하여 1965년 현 건물로 이전 개관하였습니다. 오랜 역사속에서 귀중고서 및 최신 디지털자료까지 43만여권의 방대한 자료를 소장하고 있으며, 이용자들에게 신속한 정보제공과 보다 나은 서비스제공을 위하여 야간대출서비스, 도서택배서비스 등 다양한 노력을 기울이고 있습니다. 우리도서관의 자료열람실은 인문사회과학실, 어문학실, 자연과학실, 간행물실 등 각 주제별로 구분하여 소장장서를 서비스하고 있으며, 전자정보실을 통해 인터넷, 위성방송 등 여러 서비스를 제공함으로써 지식정보사회에 적극적으로 대처하고 있으며, 찾아가는 자동차문고를 운영하여 이용자의 편의를 도모하고 있습니다. 또한, 중/고/특수학교의 학교도서관 활성화와 전담인력이 없는 학교도서관에 체계적이고 지속적인 업무 지원을 하고 있으며, 문화교실 및 남산백일장, 독후감상문 공모 등 다양한 행사와 영화상영, 전시실 운영, 독서치료프로그램 및 독서상담실 운영으로 지역주민에게 평생교육 및 문화활동 공간의 장으로의 역할을 다하고 있습니다.</p>

",19221005,"- 가입대상 : 서울시 거주자(주민등록상), 서울소재 대학생 및 직장인(재학                증명서 및 재직증명서)

 - 가입방법(구비서류) : 대출회원 가입신청서 작성 후 신분증을 자료실에 제출하면 당일 대출 가능","- 도서 : 1회 6권 14일

- 잡지 : 1회 6권 14일(과월호)

- 비도서 : 1회 2종 14일(DVD, 음악CD, CD-ROM 등 단,최근 2년내 영화DVD, 웹자료는 대출 제외)","- 승용차를 이용할 경우

한남대교 : 약수동 방향 - 숭례문 방향으로 유턴 - 숭례문 방향 우회

소월길(남산순환도로) 진입 - 그랜드하얏트 호텔에서 약 2 km 지점



서울역 : 숭례문 우회 - 소월길(남산순환도로) 힐튼호텔에서 약 0.5km 지점","- 지하1층 : 해당없음

  - 1층 : 관장실, 관리과, 자료봉사과, 전시실, 식당;매점, 기계실, 변전실

  - 2층 : 연속간행물실, 전자정보실, 휴게실, 시청각실, 학교도서관지원과,

          이동문고사무실, 취업정보코너

  - 3층 : 일반열람실 1(문화교실, 남;여), 일반열람실 2(여자), 어;문학실,

          문화활동지원과, 국제교류코너

  - 4층 : 인문;사회과학실, 자연과학실(예술자료), 지역정보코너

  - 5층 : 일반열람실 3(남자), 일반열람실 4(여자), 독서상담실, 서고(구일서, 고서)"
8,서울특별시교육청용산도서관,0012,용산구,서울특별시 용산구 두텁바위로 160,02-6902-7777,,http://yslib.sen.go.kr,,"2,4주 화요일 및 법정공휴일",0001,공공도서관,37.55200494,126.9801399,,"<p>

	우리 도서관은 서울역 근처 남산 소월길에 위치하고 있으며 용산구 및 인근 지역 주민을 대상으로 다양한 공공도서관 서비스를 제공하고 있다. - 가족 독서체험프로그램 운영 가족이 함께 하는 독서문화 운동을 목표로 어린이와 부모가 함께 참여하는 가족 독서체험프로그램을 다양하게 운영하며 특히 어린이실 리모델링으로 유아와 부모가 함께 독서할 수 있는 공간이 만들어짐 - 유아독서교육현장체험프로그램 운영 서울시교육청, 대학교 유아교육과, 서울시내 공사립 유치원이 연계한 유아독서교육현장체험프로그램 등 운영과 함께 어린이 독서교육에 앞장섬 - 학습도움방(방과 후 학교) 운영 사교육에 소외된 인근지역 초등학생을 대상으로 방과후 교실인 학습도움방을 운영하여 교과지도 및 독서지도 등 학습에 도움을 줌 - 창작시 공모 및 &ldquo;두텁바우&rdquo; 시집 발간 서울시내 초중고등학생 및 일반인을 대상으로 창작시를 모집하여 시상과 창작시집 &ldquo;두텁바우&rdquo;를 발간배부함으로써 시언어 사용을 통한 청소년들의 정서 순화와 인성계발에 앞장섬</p>

",19810421,"- 가입대상 : 서울시 거주자, 서울시 재직 및 재학생

- 가입방법(구비서류) : 신분증(어린이는 주민등록등본), 증명사진 1매, 신청서",- 1인 4권 14일간,"-버 스

  노선번호

주  요  경  유  지

402

(구83-1)

수서역-대치역-도곡역-양재역-강남역-한남대교-단국대-남산도서관(용산도서관)-시청앞-광화문

0014

(구79-1)

보광삼거리-이태원파출소-한강진역-하얏트호텔-남산도서관(용산도서관)-시청-종로1가-남대문시장-서울역

03

남산서울타워-남산도서관(용산도서관)-백범광장-남산3호터널-용산한신아파트-이태원-한남2동사무소-한강진역

02

동대입구역-국립극장-남산서울타워-남산도서관(용산도서관)-서울애니메이션센터입구-대한극장앞-퇴계로5가



 -지하철

  지하철 노선

출 구

버스이용 정류장

1호선 서울역

4번 출구

연세 세브란스빌딩 앞  (402번 버스 환승)

2호선 시청역

8번 출구

삼성본관 앞           (402번 버스 환승)

4호선 회현역

5번 출구

남정악세사리 전문상가 건너편 하나은행 앞

                      (402번 버스 환승)

5호선 광화문역

1번 출구

세종문화회관 앞       (402번 버스 환승)","5층

 안내실, 자료봉사과, 관리과, 관장실, 평생학습실, 자율학습실(여)

4층

 디지털자료실, 시청각실, 문화교실

3층

-문헌정보실, 옥외휴게실

2층

 어린이실, 자율학습실(남,여), 자율학습실(남)

1층

 안내실, 자율학습실(남,여), 자율학습실(여), 휴게실(식당, 매점)

지하

 모빌렉서고, 변전실, 보일러실, 창고"
2129,용산꿈나무도서관,0012,용산구,"서울특별시 용산구 백범로329(원효로1가, 꿈나무타운) 3층",02-707-0138,,https://www.yslibrary.or.kr/,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.54189105,126.9684171,,,,,,,
110,청파도서관,0012,용산구,서울특별시 용산구 청파로93길 27(서계동) 1층,02-714-3931,02-719-3932,https://www.yslibrary.or.kr/,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.55278347,126.9675304,,"<p>

	청파도서관은 서울역 인근에 위치한 작은 도서관으로 문화적으로 소외되고 낙후된 지역 주민들의 소중한 쉼터가 되고 있습니다.</p>

",20090814, 서울시 거주 또는 직장 재직자 ,"3권 이내 기본 14일, 연기 7일

","- 지하철 : 1？4호선 서울역 1번 출구, 소화아동병원 방향 (10분)

- 버스 

  서계동 정류장 : 262, 503(도보 5분)

  손기정체육공원정류장 : 163, 263, 261, 604, 마을버스 용산 04(도보 2분)","안내데스크, 자료실, 열람실, 멀티미디어실, 유아열람실"
1842,구산동도서관마을,0016,은평구,서울특별시 은평구 연서로 13길 29-23,02-357-0100,,www.gsvlib.or.kr,,"매주 월요일, 법정공휴일",0001,공공도서관,37.60950609,126.9130867,,,,,,,
2113,내를건너서숲으로도서관,0016,은평구,서울시특별시 은평구 증산로17길 50,02-307-6701~2,,http://www.nslib.or.kr,,매주 월요일 및 법정공휴일,0001,공공도서관,37.59169634,126.908048,,,,,,,
1076,상림마을작은도서관,0016,은평구,서울특별시 은평구 진관4로 48-25 공원관리사무실 내,02-383-7557,02-353-7557,http://lib.eplib.or.kr/small_lib/sl06.asp,,"매주 월요일, 법정공휴일",0001,공공도서관,37.64421437,126.9289416,,,20090923,제한없음,"3권 이내 기본 14일, 연기 7일","- 연신내역에 정차하는 버스노선

버스노선 7211 (아이파크 714동 하차)

- 구파발역에 정차하는 버스노선

버스노선 7211 (아이파크 714동 하차)

버스노선 7723 (상림마을 생태공원 앞 하차)",
38,은평구립도서관,0016,은평구,서울특별시 은평구 통일로78가길 13-84,02-385-1671,02-388-9451,http://www.eplib.or.kr,,"매주 월요일, 법정공휴일",0001,공공도서관,37.61897708,126.9282714,,"<p>

	은평구립도서관은 21세기 지식 정보시대를 열어가는 샘터로서 주민 지향적인 프로그램 개발, 특히 정보문화 소외계층에게 각종 지식정보와 문화복지서비스를 제공하고자 최선을 다하고 있습니다. 각 종 독서/ 문화행사와 더불어 지역아동센터를 방문하여 어린이들에게 독서문화프로그램을 제공하고 있으며, 홈페이지를 통해 예약한 도서를 지하철역에 설치된 자동대출기를 통해 간편하게 빌릴 수 있는 &lsquo;책단비 서비스&rsquo;를 국내 최초로 운영하는 등 정보문화소외계층을 위한 다양한 활동을 실시 중입니다.</p>

",20011015,"홈페이지 회원가입을 완료한 뒤, 중학생 이상은 주민등록등본/학생증/건강보험증/여권/운전면허증 중 하나(주민등록번호가 기재된 것으로) 지참, 영아(0세) ~ 초등학교 6학년은 주민등록등본/건강보험증/여권 중 하나 지참, 외국인은 외국인 등록증을 지참하여 도서관 1층 안내데스크로 방문","5권 이내 기본 14일, 연기 7일","* 오시는 길 : 연신내역 (3, 6호선) 하차시 버스 노선

  -  버 스 : 연신내역 버스정류장 하차 후 도보 이동 

  -  지하철 : 연신내역(3, 6호선) 3번출구 이용(연신내역에서 도보로 10-12분) 

            연신내역 3번 출구방향 → 첫번째 좌측 골목 → 60m 직진 후 좌측 연신교회 

            → 알파공인중개사 우측골목 → 은평구립도서관  

  -  마을버스 : 불광지구대 앞 하차 후 도보 이동 

      

  ◎연신내역에 정차하는 버스노선 

  -  간선 버스(파랑) : 471, 571, 701, 703, 704, 706, 720, 753, 760 

  - 지선 버스(녹색) : 7211, 7715, 7720, 7725 

  - 광역 버스(빨강) : 9703, 9709, 9710 

  - 마을 버스 : 06 



* 차량을 이용할 때     

 

  -  연신내 전철역사거리 → 은평경찰서 방향으로 300m 진행 → 불광 지구대 앞 삼거리에 서 우측방향으로 150m 진행 → 연천 초등학교 전 우측 오르막길로 200m 진행 → 

은평구립도서관","-지하1층: 정보화교육실, 문화교실, 종합자료실, 시청각실, 식당/기타, 관리사무실, 직원휴게실, 교재창고, 시각장애인자료실, 기타

-1층 : 종합자료실, 어린이열람실, 다문화자료실, 안내데스크, 총무과, 직원회의실, 서고I

-2층: 디지털자료실, 정기간행물실, 사서과, 전산실, 숙직실, 서고II

-3층: 일반열람실I,II,III"
1567,은평뉴타운도서관,0016,은평구,서울특별시 은평구 진관2로 111-51,02-6341-6400,02-6341-6419,http://www.enlib.or.kr,,매주 금요일 및 법정공휴일,0001,공공도서관,37.63722997,126.9331171,,"은평뉴타운도서관은 2015년 9월 21일에 개관하여 정보의 원활한 접근과 문화공간을 위해 노력하는 도서관입니다. 주민들과의 지속적인 소통으로 도서관과 함께하는 은평구를 위해 최선을 다하고 주민들의 인문학적 소양 함양과 미래에 꿈을 심어주는 행복한 공간이 되기 위해 노력할 것입니다.



특히, 미디어를 특성화로 하는 은평뉴타운도서관은 보다 양질의 정보를 효율적으로 전달하기 위한 노력을 아끼지 않을 것이며 다양한 매체를 제공하여 디지털 시대에 맞는 새로운 도서관을 경험 하실 수 있습니다. 이렇게 은평뉴타운도서관에서는 남녀 노소 차별받지 않고 정보를 습득할 수 있는 기회를 제공 받으실 수 있습니다.



어린이들에게는 차세대 인재를 위한 꿈을! 어른들에게는 지식함양과 정보서비스를! 노인들에게는 문화와 휴식의 공간을 제공하는 주민들에게 꼭 필요한 서비스를 제공하겠습니다.



은평뉴타운도서관은 이름처럼 항상 초심을 잃지 않는 새로운 마음으로 주민들을 대하고, 언제나 주민들의 목소리에 귀를 기울이는 도서관이 되도록 하겠습니다. 감사합니다.",20150921,"홈페이지 회원으로 가입하신 후 도서대출 회원으로 변경하시려면 신분증을 가지고 1층 어린이자료실, 3층 종합자료실로 오셔서 가입절차를 거치시면 됩니다.

홈페이지 회원가입 시 본인 확인이 먼저 이루어져야하며, 본인 확인 방법으로 아이핀(I-PIN)인증, 핸드폰 인증을 사용할 수 있습니다.

만14세 미만 아동은 법정대리인(보호자)의 동의 절차를 거쳐 홈페이지 회원으로 가입되오니 반드시 인터넷회원 가입 후 도서관을 이용해 주시기 바랍니다.

공공I-PIN 발급은 ‘온라인 발급’과 ‘방문신청 발급’ 두 가지 방법이 이용 가능하며, ‘방문신청 발급’의 경우 가까운 읍·면사무소 또는 주민센터를 방문하시면 됩니다. (‘방문신청 발급’ 운영시간은 평일 09:00~18:00이며, 주말은 운영하지 않습니다. ‘온라인 발급’은 상시 이용 가능합니다.)","5권 이내 기본 14일, 연기 7일(1회)","■구파발역 

구파발역에서 진관동 주민센터 방향으로 400m 직진 → 사거리에서 좌회전하여 은평메디텍고등학교 방향으로 1km 직진 → 구립은평뉴타운도서관



■연신내역

연신내역 사거리 → 은평경찰서 방향으로 약 2.5km 직진 → 제각말아파트에서 제각말.우물골 방향으로 좌회전하여 길 따라 200m 직진 → 구립은평뉴타운도서관 ",
