,cafe_id,message,point1
4286,1131993961,경치 좋아요,1
4287,1131993961,조용하니 좋다,1
4288,1131993961,"녹차비엔나 티라미수 완전 맛있어요
커피맛도 굿굿 깔끔하고 좋아요
전망도 너무 이뻐요",1
4289,1131993961,카페가 깔끔하니 분위기도 좋고 바다전망이 넘 멋져요~~,1
4292,24973813,펜션 진짜 너무 이쁩니다......진짜 제주도 느낌을 그대로 느낄 수 있는 곳이네요 강추!!!,1
4293,727768810,"舒適的小店
20190614",1
4294,26890243,분위기도 좋고 한적하면서도 편안한 곳 찾으실 때 가보시면 좋을듯!,1
4295,1016652171,"첨 먹어본맛 

",1
4296,23372722,"정성 그 자체 
가족에게 음식을 주시는 맘인것 같아요",1
4299,23372722,"가격이 저렴하고 매장이 넓어서 오래 앉아 있어도 눈치 안보여서 좋음. 커피 3천원후반대, 햄에그샌드위치 3500원 정도임. 커피 저렴한 대신에 양은 적음. 하지만 카페는 공간을 빌리는 개념이기 때문에 상관없음. 동네 카페라 어른분들 많이 오심. 뭔가 부동산 얘기하는 분들 많은 느낌적인 느낌이라 별로. 조명이 어두워서 공부하기엔 적당하지 않음. 하지만 노트북 이용하는 사람들은 꽤 봐왔음. ",1
4300,10267331,"창밖으로 보이는 멋진 나무가 정말 예쁩니다.
비빔밥과 도토리묵을 먹었는데 맛이 깔끔하고 좋아요.
식사시간에 가서 차를 마시지는 않았지만 차도 마시면 좋은 분위기예요.",1
4301,10267331,비빔밥 강추!,1
4303,10267331,"gorgeous setting, delicious vegetarian food ",1
4304,10267331,"Kind services and kind boss, it is comfortable, we like it!",1
4305,10267331,조용한 분위기에 깔끔한 맛이라 좋아요,1
4306,10267331,잠시나마 신선을 꿈꾼다면,1
4311,10267331,음식도 정갈하고 친절합니다.,1
4312,10267331,"건강한 맛이예요 
야채도 듬뿍 들어있고 
된장국물은 좀 별루였어요 ",1
4313,10267331,메밀,0
4314,10267331,메밀칼국수 들깨수제비외~,0
4315,10267331,한번가기 괜찮은 곳,0
4316,10267331,"저는 별로였어요;;;음식은 전은 맛있는데 나머지는 별로,,, 나중에 배고프고, 차 값이 엄청 비싸요",0
4317,10267331,음식맛있고 식사후  고소한 메밀차제공.  그리고 도심속의 숲속너무좋아요^^!!!,1
4318,10267331,음식맛도좋지만분위기가끝네줍니다&#38;&#35;40;^◇^&#38;&#35;41;,1
4319,10267331,"실내의 고풍스런 분위기와 주위를 감싼 고목나무들이 함께 어우러져 
음식맛이 최곱니다^^",1
4320,10267331,들깨수제비 진짜 강추에요. 비빔밥도 채소가 신선해서 맛있는데 개인적인 취향은 들깨수제비~ 다 먹고 전통차까지 한잔 마시면 딱입니다!,1
4321,10267331,식사 맛있는건 알았지만 전통차도 은은하니 좋더라구요~ 건강해지는 느낌~///,1
4322,10267331,너무맛있어요 최고에요 ㅎㅎ반찬도정갈하고 분위기도좋구 친절해요,1
4323,10267331,분위기가 만땅이네요,1
4324,10267331,들깨 수제비 맛있네요. ^^,1
4325,10267331,비빔밥과 들깨죽에 뿅 갔어요 정말 깔끔하고 맛있어요 ㅎㅎㅎ,1
4326,10267331,반찬이 깔끔하고 채소가 신선합니다,1
4327,10267331,맛이 기가막힙니다!!,1
4328,10267331,여긴 분위기에 취하고 맛에 취하는 곳입니다~~괜찮아요~,1
4329,10267331,은은한 조명에 분위기가 참 좋아요~비빕밥과 고소한 들깨죽 강추요 ㅋㅋ,1
4330,10267331,깔끔한 찬이 제일 맘에 드는 곳이예요 ㅋ ,1
4331,10267331,역시 비빔밥이 유명하네요~ㅎㅎ 깔끔한 맛이 아주 좋습니다.,1
4332,10267331,"반찬도 깔끔하게 잘나오고, 비빔밥이 맛있어요~",1
4333,10267331,깔끔한게 분위기도 좋고~굿~!,1
4334,10267331,"비빔밥이 너무 산뜻해요, 
깨끗하기도 하고,ㅋ 밥 다 먹고도 수다 한참 떨다 나와요 ` ^^ ",1
4335,10267331,"깔끔하니 맛있어요 ㅎㅎ
",1
4336,10267331,깔끔한 산채비빔밥 한 그릇이 뚝딱~!! 맛도 좋고 시원한 분위기도 일품입니다.,1
4337,10267331,음식을 담는 그릇도 음식도 정말 건강해지는 마음입니다. 프랑스 방송에 나왔다는데~요. 참 깨끗함이 마음에 드네요. ,1
4339,1456765484,기성품 케익만 먹다가 수제케익 먹으니 정말 맛있었습니다. 신호부부가 운영하시는데 공간도 따뜻한 느낌에 베이킹 솜씨도 좋으시네요. 두분이 인간미 있어서 더욱 좋았습니다. 번창하세요,1
4340,1456765484,우연히 갔지만 너무 좋았습니다,1
4341,1456765484,간만에 나타난 커피도 잘하고 공간도 멋진 카페네요!,1
4342,1456765484,"제주에서 다녀 본 카페중에 제일 좋았습니당
불친절하신 분들이 많아서 기분이 별로였는데 주인부부님 넘나 친절하시고 마당에 꽃들도 너무 이쁘고 
무엇보다 디저트... 음료가 정말 맛았었어요",1
4343,1456765484,"커피, 화덕피자, 베이커리 모두 다 맛있어요~~분위기도 좋구요~~자꾸 가고 싶은 곳입니다",1
4345,27608319,깨끗하고 분위기 좋아요. 구석에 6인실 룸이 있어서 가벼운 화의 장소로도 괜찮을듯 하네요,1
4346,27608319,"넓고 좋타!
또띠아👍👍👍",1
4348,282485932,딸기유 카페라떼 먹었는데 제 취향이네요,1
4349,282485932,"가격대 성능 최고
매장내에 의자가 없음이 흠이지만 
그래도 발코니 의자는 낭만적이다
",1
4350,578523567,사장님이 미인입니다!!,1
4351,150410758,너무 싸고 엄청 맛있어요~~^^,1
4352,1721154114,"커피가 저렴한데 맛이 좋네요~
최근 맛본 커피 중 젤 맛있네요~~

생각지도 못한 곳에서 득템한 기분~♡♡♡
집 근처라 자주 와야겠어요~~",1
4353,1721154114,예전 렉클리스,1
4354,1315710148,"분위기 인스타용
맛 보통의맛
양 적다
가격 많이비쌈
별점 높아서 갔는데 아이디 눌러보니 다 평가 이곳뿐.. 지인들이신지.. 무튼 인스타를 위해 가는곳.. 예쁜 실내가 최고 장점이지만 그마저도 인물사진이 잘 찍히는 곳은 아니고 소품이 예쁘다. 맛은 그저그런, 사진찍기 좋은 플레이팅은 장점. 비싼 가격생각하면 시청나가서 맛집가는게 낫다. 두번은 안갈듯싶다.",0
4355,1315710148,"인테리어 음식 가격 서비스 다 만족하구 왔어요! 
(분위기가 좋아 사진도 넘 잘나오구 제주도가면 또 방문할예정입니다! )",1
4356,1315710148,"인테리어가 너무 예뻐서 사진이 너무잘나옴ㅎㄹ
사장님이 친절하시더 토스트도랑 허니푸틴도 맛있었음!!! 공항근처라 다음번 제주갈때도 들릴예정~~",1
4357,1315710148,"제주 시내 쪽에 가본 카페 중에 제일 좋았다
사장님 센스가 대단..인테리어에 세심하게 신경쓴 티가 나고 소품들이 아기자기해서 어느 스팟에서 찍어도 사진이 잘 나온다
음식을 사장님이 직접 요리하는 곳인데 딱봐도 신선한 재료로 정성들여 만들고 플레이팅 했다는게 느껴졌다
이 집은 꼭 프렌치 토스트랑 허니 푸틴을 시켜야함 강추! 
아 갠적으론 요거트볼도 너무 좋았음..! 맛도 모냥도ㅠㅠ

저녁에 방문했었는데 낮에 한번 다시 꼭 가보고싶은 곳
사장님 외모만큼이나 이뻤던 카페ㅎㅎ제주 시내 갈 일 있다면 들를만한 곳이다",1
4358,1315710148,"원래 이런 거 잘안쓰는데 
맛도 조았구 서비스도 넘 조아서 남겨유~~ 담 여행때 또 들릴예정",1
4359,1315710148,음식들이 하나하나 정성이 느껴지는 곳 첨엔 걍 인스타보고 갔는데 완전 대만족. (+사장님 짱 이쁨),1
4360,1315710148,"일단 사장님께서 신경많이 쓰신 티가 나는 인테리어입니다
사진 찍었을때 정말 이쁘게 나오고요 여자친구가 좋아하네요 ㅎㅎ
브런치도 맛있게 먹었고요 양도 적당하고 재료가 신선해서 좋았어요
다음에 제주도 갈일있으면 꼭 다시 오겠습니다",1
4361,1315710148,"카페가 외관 내관 모두 넘 이쁘고 사장님도 너무 친절하세요 ㅎㅎ
음식도 음료도 너무 맛있는 곳 이였습니다 !!!
번창하세용 ㅎㅎㅎ",1
4362,1315710148,Coffee &amp; Brunch,1
4363,1315710148,"한번쯤 갈만한곳,! 두번은 안갈지도
카페는 인스타갬성~~~~
음료맛은 보통, 디저트는 가격이 비해
별루ㅠ특별한맛 없고 딱 알고 있는맛! 
가격은 비쌈 ㅠ ",0
4364,1315710148,맛과 양에비해 가격이 매~~~우 비쌉니다,0
4365,1315710148,귀여운 까페. 음료도 맛있었음! 아쉬운 점이 있다면 의자가 넘 작아요ㅠㅠ ,1
4366,1315710148,커피와 브런치가 증말로 맛있었어요~ 저희집 근처에 있는곳인데 앞으로 자주 올려구요,1
4367,322555256,확실히 먹기가 조금 불편하긴 하더라구요. 그래도 카페 분위기도 좋고 평일에 가서 사람도 많이 없고 조용하고 좋았어요. ,1
4368,322555256,수제와플 달콤라떼 매우 맛있네요,1
4369,322555256,"친절하게 맞아주셨고 스콘이 맛있어요,
내부는 조오금 좁지만 괜찮아요",1
4370,322555256,너무 좋아요,1
4372,322555256,"초코아인슈패너 맛있어요
달콤토스트(바나나,누텔라)는 쏘소",1
4374,322555256,"분위기도 좋고 커피를 정말 잘내리는 것 같아요.
스콘도 직접 구우시는듯한데 맛남",1
4375,322555256,"가격 6천원

에스프레소 없이 핸드드립만 함

맛있다

위치는 뜬금없이 상가리에 있는ㄷ
의외로 도민들이 많이옴

20대 초중반 여성들이 너무 많음 자리 없을 가능성 있음",1
4377,21524009,"great atmosphere, vegetarian options ",1
4379,21524009,정성가득한 맛있는 밥을 오랜만에 먹었어요. ,1
4380,18722453,"카프치노는 계피범벅 ㅠㅜ
거품은 제로

라떼는 전부 식어서 왔고 거품도 없고

카라멜마끼아도  맛이 좀 많이 ㅠㅜ

음료는 별루 였는데

뷰는 좋았어요~~",0
4381,18722453,"카페 분위기,내부인테리어
선인장군락지 올레길 걷다 쉬어가기 좋은곳

애견동반가능이라 더욱 좋았습니다^^",1
4382,18722453,"크림파스타 맛나요
동굴신기해요
물소리좋아요
딱새우 작아서 아쉬워요",1
4383,18722453,"동굴이 신기했어요ㅋ폭포소리덕에 더 시원했네요ㅋ
감바스도 맛있었어요♡
직원분도 친절하셔서 기분좋게 다녀갑니당
다음에 제주오면 또 먹으러갈께요!",1
4384,18722453,음료 맛 없어요.  ㅠㅠ.   레몬에이드 시켰다가 실패했고 커피는 그럭저럭.  이왕이면 좀 더 예쁘거나 커피 맛 좋은곳으로 가는게 좋겠어요.  그나마 딱새우 감바스는 맛있네요.  ,0
4385,18722453,정말 경치가 너무 아름답고 스텝분들도 너무 친절하셔서 정말 마음편하게 다녀왔습니다 ㅎㅎ 정말 추천하고 싶은곳이에요~~커피까지 맛있던건 비밀!,1
4386,18722453,카페뷰가 너무 예쁘고 직원분들이 친절해요:),1
4387,18722453,아뮤렇게 찍어도 너무 너무 이뻐요 음식도 맛있고 정말 짱짱,1
4390,1883569834,"맛있지만.. 가격 너무 비싸요..
공간 분위기는 예쁩니다",0
4391,1883569834,모든게 완벽했습니다. 힐링하고 갑니다.,1
4392,1883569834,"카페사장님 너무 좋으시고,인테리어에 신경 많이 썼네요.제주도 힐링카페예요~",1
4393,1883569834,너무 비쌈..,0
4394,1883569834,공간이 이쁘다,1
4395,520929796,밥먹고 커피한잔 먹으려 왔는데 커피 맛있어요 분위기도 좋네요 ㅎㅎ,1
4396,520929796,커피는 상타 보리빵 맛있어요,1
4397,520929796,"보리빵이 별미네요
돌아가서도 택배주문해야겠어요",1
4398,1675972774,사과토스트도 맛있었는데 블루베리케이크가 너무 제 취향이였습니다.. 완전 꾸덕꾸덕하고 좋았어요. 올해 먹었던 디저트 중 두번째로 맛있는듯요..,1
4399,1675972774,햇빛 좋은날 힐링되는 카페에요:) 음료도 괜찮았어요,1
4400,1675972774,딸기토스트 없어서 아쉽,1
4401,1675972774,예쁘고 깔끔,1
4402,1675972774,따뜻한 까페,1
4403,1675972774,깔끔,1
4405,898585862,불친절한 직원 그냥그래요. ,0
4406,898585862,먹을만하다.,1
4407,898585862,"당근케이크 진짜 맛있었어요 근처에서 먹은 당케 중에 최고였어여!
카라멜라떼 맛있어요
그리고 직원분 불친절한지 못느꼈어요 별생각없움~",1
4408,898585862,당근케잌맛있음 아침부터 인생사진건졌네요~  잘 놀다 갑니당~,1
4409,898585862,근처라면 가볼만한데 굳이 가진 마세요,1
4410,898585862,"인테리어랑 분위긴 좋은데
당케 너무 달고 직원 너무..음..",1
4411,898585862,"호구의 연애 나왔던 곳이예요~ 그때 바닷가옆에 TV모양 인테리어 이런게 너무 인상깊어서 이번에 제주 다녀올때 들렸어요~ 역시! 탁월한 선택 ㅎㅎ 바다옆이라 경치도 좋고, 인테리어도 예뻐요~",1
4412,898585862,"머리 긴 분이 헤어컷을 하셨나요 아님 새로 뽑은 걸까요 숏컷하신 직원은 참 최저시급도 아까울 정도네요
바다가 바로 앞이라 뷰 하나만 좋네요 종류별로 주문했는데도 편의점에서 사먹고 사진만 찍는게 나을듯요",0
4413,898585862,당근케이크 맛있고 분위기 좋은데 카운터 여성직원분 왜캐 불친절한 건가요?,1
4414,898585862,쉬어가기 좋은 뷰와 분위기,1
4416,898585862,"뷰 맛집
당케 맛집",1
4417,898585862,"당근케익 맛있고 뷰가 좋습니다! 가게도 이뻐서 사진 찍기에 좋은데 그만큼 사람이 북적여서 편하게 쉬어가는 곳은 아니에요. 아메리카노는 평타, 엄청 친절하진 않아요",1
4418,898585862,한라봉주스랑 당근케익 먹었어요. 평범하게 맛있어요. 근데 사진 이쁘게 찍을곳이 많아요. 가서 인생사진 건지세요,1
4419,898585862,분위기는 좋은데 라떼 맛이...너무 싱거웠어요,1
4420,898585862,"사진 찍기도 좋고 뷰도 정말 좋아요 한라봉 냉차를 시켰는데
처음에 안 차가웠어요... 그거 말고 다 좋아요",1
4421,898585862,"음료와 케익 맛 훌륭함
분위기 빈티지하고 좋음
모든 쓰레기를 갖다놓은 것 같은데 희한하게 예쁜 곳",1
4422,898585862,"티비샷으로만 유명한 줄 알았는데
카페 앞 바다 전망도 좋고
카페 분위기도 좋음",1
4424,898585862,카페분위기 너무예쁘고 케익도 맛있었는데 여자직원분은 뭔가 맘에안드는 표정이라 뭐지싶었는데 저만느낀게 아니였네요 ㅋ,1
4425,898585862,"맛닜는 케잌, 음료...그냥 사진찍기 좋은줄만 알앗더니 의외의 맛집입니다. 사람이 많은곳엔 이유가 있더군요.",1
4426,898585862,당근케잌은 걍 보통맛. 바닷가 앞이라 경치 좋다 아이스바닐라라떼 맛있었다. 주차는 가게앞 도로변에~,1
4427,898585862,커피와 음료 케익 맛있어요. 사람 없을 땐 분위기도 좋습니다만...인증샷 너무 많이 찍는 사람들 때문에 멋진 공간이 너무 망가질 때도 많아요. 카메라 소음 좀 신경써서 적당히 좀 찍읍시다 ㅜㅜ,1
4428,898585862,"당근케이크 핵존맛
카페분위기 짱입니다요",1
4429,898585862,좋아요.,1
4430,898585862,"사장님 계실 때만 친절한 건지.. 후기와 정반대로 하나도 안 친절해서 놀랐습니다. 일하시는 분이 두 분이나 계시던데 서로 대화하느라 바쁘셨고 손님이 오고 가고 인사 한 마디 안 하시고.. 주문/결제할 때만 손님이 보이는 건지... 흠... 저도 아르바이트 많이 해봐서 웬만한 건 다 좋게 넘기는 편인데 가장 기본인 인사도 안 하는 곳은 처음 봐서 글 남깁니다.
그와 별개로 당근 케이크는 맛있었고 인테리어도 참 예뻤습니다.",0
4431,898585862,"여자친구랑 세화해수욕장? 쪽에서 놀다가 들어간 곳인데, 좋았어요! 딱 저희가 바라는 해변앞 오션뷰 카페 :) 직원분?사장님? 도 친절해서 좋았습니다! 사실 제주도 놀러가서 느낀게, 살짝에 불친절함이었는데, 여기  카페는 되게 친절하게 대해주셔서 좋았습니다!^^ 다음에 또 들릴게요!",1
4432,898585862,"분위기 좋아요~~
인생사진 찍었네요~~^^",1
4433,898585862,"당근케이크 맛있게 먹었습니다!! ^^
카페 분위기도 좋아요!!",1
4434,898585862,"흐릿한 날씨 때문에 귀차니즘에 빠질뻔 했는데 다 큰 아이들 등쌀에 가게 된 곳~ 한라산!(산 아니고 카페임^^)
네비켜고 가려는데 댓글이....ㅜㅠ 그래도 오늘 날씨만큼 우울할까싶어 강행했는데~!!
모든게 굿!굿!! 이었답니다.
창밖 풍경도~ 커피와 당근케익도~ 다 크신 아들님들은 셀카삼매경~ 나는 버려두고..ㅜㅠ
사장님도 친절하시고 사진도 찍어주시고 덕분에 아이들이 모두 흡족해했습니다.
꼭 한번 들려보세요~ 댓글말고 직접 확인해보길 잘 했다는 안도의 휴일 마지막 이벵이었습니다.",1
4435,898585862,인생카페 맛있는 당근케이크,1
4436,898585862,머리 긴 직원이 불친절해요. 전 날도 방문했는데 촬영 때문에 못 들렀는데 그거에 대한 아무런 공지도 없어서 헛걸음 했습니다.. 다행이 숙소가 가까워 오늘 또 방문했는데 후회했어요. 당근케이크는 시트도 꾸덕해서 전체가 꾸덕한 케이크여서 개인적으로 저는 별로였습니다. 커피맛은 보통이고 텔레비전 포토존 하나 때문에 유명한 것 같네요.,0
4437,898585862,"기대하고 갔다가 머리 긴 직원의 불친절하고 퉁명스러운 말투 때문에 기분 나빠요.
자리도 들쑥날쑥하고 좁아서 불편해요.",0
4438,898585862,불친절한 직원. 커피 맛도 별로고 케익도 찾아올 맛은 아닙니다. 뷰가 좋으나 자리가 불편하고 전반적으로 인스타갬성카페 이상도 이하도 아닌듯.,0
4439,898585862,당근케익 맛있지만 좀 덜 달면 더 좋을듯,1
4440,898585862,당근케잌은 맛있으나 알바 불친절함,1
4441,898585862,흔한 관광지 음식점이 아니에요 당근케이크 정말 맛있습니다. 한라봉 온차와 함께 드시면 정말 이거 하나보고 세화해변 다시 오고싶을 거에요. 여행 중 두번 방문한 곳은 이곳이 처음!! 강추입니다.,1
4442,898585862,"지금까지 먹은 당근케이크 중 최고
빈티지 인테리어도 예쁨",1
4443,898585862,진짜 맛있는 당근케이크,1
4444,898585862,불친절... 너무 뜨거워서 얼음하나 넣어달랬다고 표정이 썩냐... ㅉㅉㅉ 장사 잘도 하겠다 ,0
4445,898585862,"좋아요! 추천합니다!  당근 케익 맛나요!
분위기  좋아요! 바다 배경 최곱니다!
함께간 모든 사람 칭찬했어용!",1
4448,898585862,"파인애플주스도 너무 맛있고, 당근 케이크도 많이 달지 않고 정말 맛있었어요! ",1
4449,898585862,겨울에 혼자 와서 잘 있다가서 또 왔음. 커피가 엄청 맛있는 건 아니지만 이 정도면 굿.  혼자 와서 있다 가기에 조용하고 인테리어도 그렇고 너무 좋아요. 시끄러운 세화 해변? 분위기와 다른 세상에 온 듯해서 좋아요. 편히 쉬다 가려고 1월에 왔는데 또 왔네요.  전 건너편이 좀 더 넓고 편하니 좋아요. ,1
4450,898585862,Coffee,1
4451,898585862,인테리어가 감각적이고 느낌 좋네요.,1
4452,898585862,"당근케이크 너무 달아요 
바닐라아이스크림으로 만들줄알았어요 ㅎㅎ
커피는 쓴맛이 많이나요 
그래서 그런가 당근케이크랑 커피는 잘어울리네요",1
4453,898585862,이뻐요,1
4454,898585862,"인테리어가 잘 돼있어서 

창가자리 경쟁이 심하네요 ㅋㅋㅋ",1
4456,898585862,케이크 사다주고 싶어서 포장해달랬더니 포장용기가 없다고 포장이 안된다고ㅋㅋ 커피컵에라도 가져갈까했더니 외부반출이 안된다니 이런 카페는 처음봄ㅋ,0
4457,898585862,"티비 포토존 카페!!
굿!!",1
4458,898585862,쵝오예요!,1
4459,898585862,당근케익.짱,1
4460,898585862,우와뷰가환상입니댜,1
4461,898585862,"너무 아름다운 까페네요 
바닷가의 풍경도 너무 아름답고
다음에 또 봐요
사장님 유머 짱!!
미혼이신듯 한데~",1
4462,898585862,분위기 좋은 까페에서 당근치즈케잌과 커피 한잔~ ,1
4463,898585862,회천에이스만세,1
4464,898585862,👍,1
4465,898585862,세화 해변 근처에서 가장 분위기 좋음!!!,1
4466,898585862,사장님 맥가이버👍🏻,1
4468,898585862,"하늘 맑고 날 좋은 날 다시 오고 싶은 곳👍🏻
커피 졸맛 ! 당근케익 더 졸맛 ! 인테리어 존예 !
인스타 갬성 카페 🙃",1
4469,898585862,"당근케이크+커피 너무 맛있어요:)
인테리어도 너무 예뻐서 사진도 많이 찍고 ㅎㅎ 다음에 제주도 오면 꼭 다시 오고 싶어요🐵
사장님도 친절하세요 추천합니다!!",1
4470,898585862,친절하시고 칵테일도 맛있어요~!  그리고 여름에 애기들이랑 놀기 딱 좋은 바다도 바로 앞에 있어요!! 짱👍,1
4471,898585862,세화 해변놀러왔다가 뷰 좋은 카페 만났음. 한라산 칵테일 못마신거 한되네 ㅜㅜ ,1
4472,898585862,개좋아여 짱좋아여 진심 뷰 개이쁘구 진심 짱 좋♡♡,1
4473,898585862,사장님께 부탁해 찍은 사진 바로 앞 바다가 보이고 내 자리에 세 가지의 빛이 들어온다 🌈✨,1
4474,898585862,"커피 맛 짱..
케잌 맛 짱요..^^
분위기도 짱이예요..
제주도 맛집으로 추천해요.",1
4475,898585862,당근케잌~~♡♡♡♡♡,1
4476,898585862,"바다보며
커피한잔 너무 그립다
제주에가시면 꼭 가보시길....
",1
4477,898585862,화보 뷰와 라떼 한잔의 여유를~ 슬로우라이퍼라면 꼭 들러보세요~^^,1
4478,898585862,"빨간머리 몽 게하 사장님이 여기 당근케잌
한번에 4ㅡ5조각씩 너무 맛있어서 사먹는 다고
추천해서 먹어봤는데 진짜 짱!
",1
4479,898585862,명진전복 웨이팅 중에 가기 좋아요. 옹 최고에요. 강추,1
4480,898585862,우와 가보고싶어요,1
4481,898585862,짱 좋아요!!~ 힐링하고 왔어요!!~,1
4482,898585862,분위기 최고!! ,1
4483,898585862,코앞에 바다와 짙은커피향이 문득 떠오르는 제주에서 추억. 소소한 사진 포인트가 많은 다방입니다. ,1
4484,898585862,"최고의 카페 산라한
",1
4485,898585862,분위기 캡슝! 굿!,1
4486,898585862,여기 꼭 가보세요. 안가면 후회. 당근케이크도 꼭 드셔 보세요.  제주가면 꼭 가봐야 할 카페. ,1
4487,898585862,"창가에 앉아 있지 않아도 큼직한 창문 넘어 세화 바다를 볼 수 있어서 정말 좋아용 빈티지하고 센스 있는 소품들 덕에 갬성 폭발 ,, 분위기 최고 최고! 당근케이크가 맛있어요 ☆♫ ٩( ´ᆺ｀)۶♫ ★",1
4488,898585862,바다뷰가 좋아요!! 굿굿!,1
4489,898585862,친절해요,1
4491,1912871290,슈퍼마켓 자리를 게스트하우스 + 카페로 탈바꿈한지 얼마 안된 곳이어서 그런지 깔끔하고  시골 풍경속에 세련된 디자인들이 숨어있어서 좋습니다. ,1
4492,1945525281,"사람 많아지기전에 또가야겠어요
세작녹차 정말 깔끔하구요 여기에 녹차테린느 같이먹으면 너무좋아요",1
4493,1945525281,맛!!,1
4494,1945525281,"제주도의 한가함과 사장님의 감각이 만난 곳. 
너무나 조용하고, 감각있고, 말차류 음료도 너무 좋았습니다.
겉멋든 인스타카페가 아닌 내실이 탄탄한 카페인듯",1
4495,1945525281,"제주가 아니라 다른 공간에 있는 느낌이었어요.
평일 낮인데 사람도 많이 없어서 편하게 오래 있을 수 있었어요.
음료들도 다 만족이예요. 테린느도 맛나요.",1
4497,1945525281,"진짜 좋더라 ,, 여기 말차 먹으러 다시 제주가고 싶을정도 ,, ",1
4498,1945525281,최고입니다. 꼭가세요 두번가세요,1
4499,1945525281,세작 구입해서 먹었는데 씁쓸한 맛이 없고 순하고 달아서 맛있게 마시고 있어요~병에 들어서 덜기도 편하니 좋아요~,1
4500,1071240534,제주도 최애카페,1
4501,1071240534,"편안하고 따뜻하고 예쁜 공간, 음료와 커피맛도 아주 괜찮습니다",1
4502,1071240534,머무르는 동안 시간이 더해지는 느낌입니다.,1
4503,24962250,"커피  맛있어요. 커피 잘 못드시는분들에게도 어울리는 커피. 아쉽게도  파이를 먹어보지 못했지만 굽는데만 4시간 걸린다는 수제파이가  일품 이랍니다. 지나가다  우연히 찾게된 보물..화,목,토요일만 영업하신다고 함",1
4505,24962250,애플크럼파이가 맛있네요. 사장님이 외국분이시라 카페 분위기가 독특해요.,1
4506,539630510,"인테리어가 너무 예뻐요! 데이트하기에도 좋고 가족끼리 가도 좋을 것 같네요~ 커피 가격도 저렴하고 양은 엄청 많아요ㅎㅎ 좌식자리도 편하고, 여행 도중에 잘 쉬다가 왔어요:D",1
4507,39080316,"great food, international with a lovely Korean twist. Tranquil atmospher. options of food with out pork nor alcohol.",1
4508,39080316,커피도 맛있고 직원분이 친절하십니다,1
4509,39080316,음료도 맛있고 와플도 맛있게 먹었어요,1
4510,39080316,아이스 트래블 짱짱맨,1
4511,39080316,"서울에서 살아서 그런가 ㅠㅠ 인테리어도 그닥이고 파니니, 에그베네딕트도 맛없어요.. 빵도 별로고 샐러드 소스도 맛없음 ㅠ",0
4512,39080316,좋아요,1
4513,39080316,"와 분의기가 장난 아니에요
인테리어에 감동 잘 안하는 사람인데 식물과의 조화가 정말 괜찮았고 맛도 좋았어요
큰 골든리트리버가 너무 귀엽고 멋져요&gt;.&lt; 다음엔 브런치 메뉴 먹어보려고요",1
4514,39080316,"이층 넓은 테이블 많고
음식도 음료도 충분히 맛있다. 
오전 일찍갔는데 열어서 좋았고
자몽에이드 진짜 상큼하고 맛있다!
라떼에 아이스크림 동동~",1
4515,39080316,최고에요~! 음료도 특색있고 브런치는 너무 많은거 빼고 다 좋아요!!,1
4517,39080316,Brunch,1
4519,26942351,"+천혜향주스
맛있음. 다만 먹다보면 단맛이 과하게 느껴짐.",1
4520,26942351,"초콜릿&amp;크런치 6박스에 만원. 샘플도 줬어요.
초콜릿 샀더니 천혜향주스가 2,000이네요.
저는 온누리상품권으로 구매했습니다.
처음 먹어봤는데 맛있습니다. 강추",1
4521,26942351,"망고는 좀달고 천혜향이 입맛에 딱~~^^
",1
4522,26942351,가격이 너무 쎗지만....맛은 괜찮았어요,1
4525,26942351,천혜향 주스 너무 맛있어서 택배 받고싶은데 전화번호를 몰라요 ㅠㅠ,1
4526,27369024,일단 가격이 말이 안되게 비싸네요. 그런데 동네에서 파는 오천원 짜장면보다 맛 없습니다. 해물탕도 시켰는데 이것 또한 비싸며 맛 없습니다. 짜장 위에 올라가있는 게는 음식을 더욱 먹기 힘들게 하네요. 대충 중국인들한테 뭐 있어 보이게 해서 비싸게 팔아 먹는 다는 느낌을 지울수 없었슴니다. 메뉴판이며 계산대에 중국어는 열심히 써 두셨더라고요. 이렇게 비싼데 주문도 가서 해야하고.. 여러모로 비추입니다.,0
4527,27369024,주인이 바뀌신건지 메뉴도 바뀌고  맛은 그냥 가격대비별로 인것 갈습니다.  저는 비추 입니다. ,0
4528,27369024,해물라면 굳굳입니다!!!,1
4529,1044241358,홍보관심 없으신가 개인적으로 젤 좋아하는곳인데 리뷰가없네ㅋㅋ  3층 의자에 누워서 쉬다오는곳 뷰좋고 편함,1
4530,1044241358,"요거트와 에이드 모두 수제 청을 만들어서 넣어주시는데 정말 맛있습니다! 특히 요거트는 아침 대용으로도 딱이겠더라구요! 저녁에 가니 쿠키와 빵은 벌써 다 팔렸다고하시네요ㅠ 바로 앞이 바다여서 뷰도 엄청 예쁘고 카페 안도 편안하고 아늑한 분위기로 꾸며져있어서 사진이 예쁘게 잘 나와요!
제주도에 가면 노을질 때 꼭 다시 가고싶어요!!!",1
4531,1271201305,"카페는 별점 1 점을 버리지 않았습니다. 우리는 제주 방문을했고, 많은 카페를 방문했다, 이것은 우리가 구경했던 최고의 카페이기 위해 나온다. 확실히 5 성급

The cafe do not derserved the 1-star rating. we had a visit to jeju and visited a lot of cafe, this turn out to be the best cafe we had visited. definately a 5-star",1
4532,1271201305,서비스 부족,0
